slot_no	id	group_id	group_name	name	status	json_created	photo_placed	source_checked	reviewed	source_page	notes
1	hr-0021	g01-single-basic	小選挙区基本型	五十嵐清	verified	yes	yes	yes	yes	7	hr-0021。sourcePage 7。career と UI 確認完了。
2	hr-0022	g01-single-basic	小選挙区基本型	安藤高夫	verified	yes	yes	yes	yes	7	hr-0022。sourcePage 7。career と UI 確認完了。
3	hr-0023	g01-single-basic	小選挙区基本型	石井拓	verified	yes	yes	yes	yes	8	hr-0023。sourcePage 8。career と UI 確認完了。
4	hr-0024	g01-single-basic	小選挙区基本型	石橋林太郎	verified	yes	yes	yes	yes	9	hr-0024。sourcePage 9。career と UI 確認完了。
5	hr-0025	g01-single-basic	小選挙区基本型	石原宏高	verified	yes	yes	yes	yes	9	hr-0025。sourcePage 9。career と UI 確認完了。
6	hr-0026	g01-single-basic	小選挙区基本型	石原正敬	verified	yes	yes	yes	yes	9	hr-0026。sourcePage 9。career と UI 確認完了。
7	hr-0027	g01-single-basic	小選挙区基本型	石坂太	verified	yes	yes	yes	yes	9	hr-0027。sourcePage 9。career と UI 確認完了。
8	hr-0028	g01-single-basic	小選挙区基本型	石破茂	verified	yes	yes	yes	yes	9	hr-0028。sourcePage 9。career と UI 確認完了。
9	hr-0029	g01-single-basic	小選挙区基本型	井出庸生	verified	yes	yes	yes	yes	10	hr-0029。sourcePage 10。career と UI 確認完了。
10	hr-0030	g01-single-basic	小選挙区基本型	伊藤達也	verified	yes	yes	yes	yes	11	hr-0030。sourcePage 11。career と UI 確認完了。
11	hr-0031	g01-single-basic	小選挙区基本型	伊藤忠彦	verified	yes	yes	yes	yes	11	hr-0031。sourcePage 11。career と UI 確認完了。
12	hr-0032	g01-single-basic	小選挙区基本型	井野俊郎	verified	yes	yes	yes	yes	12	hr-0032。sourcePage 12。career と UI 確認完了。
13	hr-0033	g01-single-basic	小選挙区基本型	井上信治	verified	yes	yes	yes	yes	12	hr-0033。sourcePage 12。career と UI 確認完了。
14	hr-0034	g01-single-basic	小選挙区基本型	井上貴博	verified	yes	yes	yes	yes	12	hr-0034。sourcePage 12。career と UI 確認完了。
15	hr-0035	g01-single-basic	小選挙区基本型	稲田朋美	verified	yes	yes	yes	yes	12	hr-0035。sourcePage 12。career と UI 確認完了。
16	hr-0036	g01-single-basic	小選挙区基本型	稲葉大輔	verified	yes	yes	yes	yes	12	hr-0036。sourcePage 12。career と UI 確認完了。
17	hr-0037	g01-single-basic	小選挙区基本型	井原隆	verified	yes	yes	yes	yes	13	hr-0037。sourcePage 13。career と UI 確認完了。
