slot_no	id	group_id	group_name	name	status	json_created	photo_placed	source_checked	reviewed	source_page	notes
1	hr-0291	g03-proportional	比例代表型	鍋島勢理	verified	yes	yes	yes	yes	54	鍋島勢理。sourcePage 54。career と UI 確認完了。
2	hr-0292	g01-single-basic	小選挙区基本型	仁木博文	verified	yes	yes	yes	yes	54	仁木博文。sourcePage 54。career と UI 確認完了。
3	hr-0293	g01-single-basic	小選挙区基本型	西岡秀子	verified	yes	yes	yes	yes	54	西岡秀子。sourcePage 54。career と UI 確認完了。
4	hr-0294	g03-proportional	比例代表型	中谷めぐ	verified	yes	yes	yes	yes	54	中谷めぐ。sourcePage 54。career と UI 確認完了。
5	hr-0295	g03-proportional	比例代表型	中山展宏	verified	yes	yes	yes	yes	54	中山展宏。sourcePage 54。career と UI 確認完了。
6	hr-0296	g03-proportional	比例代表型	中山泰秀	verified	yes	yes	yes	yes	54	中山泰秀。sourcePage 54。career と UI 確認完了。
7	hr-0297	g01-single-basic	小選挙区基本型	西田昭二	verified	yes	yes	yes	yes	55	西田昭二。sourcePage 55。career と UI 確認完了。
8	hr-0298	g01-single-basic	小選挙区基本型	西野太亮	verified	yes	yes	yes	yes	55	西野太亮。sourcePage 55。career と UI 確認完了。
9	hr-0299	g01-single-basic	小選挙区基本型	西村明宏	verified	yes	yes	yes	yes	55	西村明宏。sourcePage 55。career と UI 確認完了。
10	hr-0300	g03-proportional	比例代表型	西岡義高	verified	yes	yes	yes	yes	55	西岡義高。sourcePage 55。career と UI 確認完了。
11	hr-0301	g03-proportional	比例代表型	西園勝秀	verified	yes	yes	yes	yes	55	西園勝秀。sourcePage 55。career と UI 確認完了。
12	hr-0302	g01-single-basic	小選挙区基本型	西田薫	verified	yes	yes	yes	yes	55	西田薫。sourcePage 55。career と UI 確認完了。
13	hr-0303	g01-single-basic	小選挙区基本型	西山尚利	verified	yes	yes	yes	yes	56	西山尚利。sourcePage 56。career と UI 確認完了。
14	hr-0304	g01-single-basic	小選挙区基本型	新田章文	verified	yes	yes	yes	yes	56	新田章文。sourcePage 56。career と UI 確認完了。
15	hr-0305	g01-single-basic	小選挙区基本型	丹羽秀樹	verified	yes	yes	yes	yes	56	丹羽秀樹。sourcePage 56。career と UI 確認完了。
16	hr-0306	g03-proportional	比例代表型	西村智奈美	verified	yes	yes	yes	yes	56	西村智奈美。sourcePage 56。career と UI 確認完了。
17	hr-0307	g01-single-basic	小選挙区基本型	西村康稔	verified	yes	yes	yes	yes	56	西村康稔。sourcePage 56。career と UI 確認完了。
18	hr-0308	g01-single-basic	小選挙区基本型	西銘恒三郎	verified	yes	yes	yes	yes	56	西銘恒三郎。sourcePage 56。career と UI 確認完了。
19	hr-0309	g01-single-basic	小選挙区基本型	根本幸典	verified	yes	yes	yes	yes	57	根本幸典。sourcePage 57。career と UI 確認完了。
20	hr-0310	g01-single-basic	小選挙区基本型	野田聖子	verified	yes	yes	yes	yes	57	野田聖子。sourcePage 57。career と UI 確認完了。
21	hr-0311	g01-single-basic	小選挙区基本型	野田佳彦	verified	yes	yes	yes	yes	57	野田佳彦。sourcePage 57。career と UI 確認完了。
22	hr-0312	g01-single-basic	小選挙区基本型	額賀福志郎	verified	yes	yes	yes	yes	57	額賀福志郎。sourcePage 57。career と UI 確認完了。
23	hr-0313	g03-proportional	比例代表型	沼崎満子	verified	yes	yes	yes	yes	57	沼崎満子。sourcePage 57。career と UI 確認完了。
24	hr-0314	g01-single-basic	小選挙区基本型	根本拓	verified	yes	yes	yes	yes	57	根本拓。sourcePage 57。career と UI 確認完了。
25	hr-0315	g01-single-basic	小選挙区基本型	萩生田光一	verified	yes	yes	yes	yes	58	萩生田光一。sourcePage 58。career と UI 確認完了。
