id	photo	name	party	election	district_block	career	json	ui	reviewer	result	notes
hr-0341	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0342	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0343	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0344	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0345	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0346	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0347	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0348	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0349	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0350	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0351	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0352	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0353	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0354	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0355	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0356	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0357	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0358	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0359	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0360	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0361	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0362	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0363	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0364	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0365	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
