id	photo	name	party	election	district_block	career	json	ui	reviewer	result	notes
hr-0453	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0454	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0455	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0456	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0457	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0458	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0459	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0460	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0461	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0462	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0463	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0464	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0465	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
