id	photo	name	party	election	district_block	career	json	ui	reviewer	result	notes
hr-0116	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0117	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0118	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0119	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0120	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0121	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0122	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0123	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0124	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0125	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0126	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0127	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0128	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0129	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0130	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0131	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0132	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0133	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0134	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0135	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0136	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0137	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0138	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0139	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0140	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
