id	photo	name	party	election	district_block	career	json	ui	reviewer	result	notes
hr-0266	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0267	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0268	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0269	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0270	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0271	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0272	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0273	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0274	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0275	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0276	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0277	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0278	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0279	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0280	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0281	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0282	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0283	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0284	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0285	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0286	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0287	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0288	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0289	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
hr-0290	ok	ok	ok	ok	ok	ok	ok	ok	Codex	verified	PDF主要項目、career、UI確認まで完了。
